" The customer doesn\'t exist in the system anymore","该客户已不存在系统中"
"""%s"" coupon code is not valid.","""%s""优惠券代码不正确。"
"%s","%s"
"%s / %s rate:","%s / %s 比例："
"%s for %s","%s for %s"
"%s order(s) successfully canceled","成功取消 %s 个订单"
"%s order(s) successfully put on hold","成功挂起 %s 个订单"
"%s order(s) successfully released from holding status","成功取消 %s 个订单的挂起状态"
"* - Enter custom price excluding tax","* - 输入自定义价格（不含税）"
"* - Enter custom price including tax","* - 输入自定义价格（含税）"
"About This Order:","关于此订单："
"About Your Order","关于您的订单"
"Account Information","帐号信息"
"Action","操作"
"Actions","操作"
"Add","添加"
"Add Gift Messsage","添加礼物留言"
"Add New Address","添加新地址"
"Add Order Comments","添加订单备注"
"Add Products","添加商品"
"Add Selected Product(s) to Option","添加所选商品到选项"
"Add Selected Product(s) to Order","添加所选商品到订单"
"Add To Order","添加到订单"
"Add Tracking Number","增加运单号"
"Add a gift message for <strong>each gift item</strong>","增加<strong>每件礼物</strong>的礼物留言"
"Add a gift message for the <strong>entire order</strong>","增加<strong>整个订单</strong>的礼物留言"
"Add comment to order","添加订单备注"
"Add new comment to shipment","添加新的配送备注"
"Add new tracking number","添加新的运单号"
"Add to Cart","加入购物车"
"Address","地址"
"Address model is not defined","没有定义地址模块"
"Address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract","地址模块必须从 Mage_Sales_Model_Quote_Address_Total_Abstract扩展而来"
"Adjustment Fee","差价"

"Adjustment Refund","差价退款"
"Allow Reorder","允许重下订单"
"Amount","金额"
"Append Comments","增加备注"
"Apply","应用"
"Apply Coupon Code","使用优惠券"
"Are you sure you want to cancel this order?","您确认要取消该订单吗？"
"Are you sure?","您确认吗？"
"Are you sure? This order will be cancelled and a new one will be created instead","您确认吗？该订单将被取消并会生成新订单"
"Back to My Orders","返回我的订单"
"Backordered","缺货订单"
"Bill to First name","账单名字"
"Bill to Last name","账单姓氏"
"Bill to Name","账单姓名"
"Billing Address","账单地址"
"Buy %s for price %s","购买 %s每件%s"
"Can not add order history.","无法增加订单日志。"
"Can not do invoice for order.","无法为订单生成发票"
"Can not do shipment for order.","无法执行订单配送。"
"Can not register existing creditmemo","无法登记已有付款"
"Can not register existing invoice","无法登记已有发票"
"Can not register existing shipment","无法登记已有配送"
"Can\'t get order instance","无法获取订单实例"

"Cancel","取消"
"Cancel invoice","取消发票"
"Cancel order","取消订单"
"Canceled","已取消"
"Cannot create an empty shipment.","无法创建空配送记录"
"Capture","接收"
"Capture Amount","接收金额"
"Capture Offline","离线接收"
"Capture Online","在线接收"
"Capture invoice","自动生成发票"
"Carrier","快递公司"
"Change Status","更改状态"
"Change status, add comments","更改状态，添加备注"
"Checkout totals sort order","总额计算顺序"
"Click to change shipping method","点击修改配送方式"
"Closed","关闭"
"Comment","备注"
"Comment Text","备注文字"
"Comments","备注"
"Comments History","备注历史"
"Complete","完成"
"Country","国家"
"Coupons","优惠券"
"Create","创建"
"Create New Customer","新建客户"
"Create New Order","新建订单"
"Create New Order for %s","创建%s的订单"

"Create New Order for %s in %s","创建%s的新订单于%s"
"Create New Order for New Customer","创建新客户的订单"
"Create New Order for New Customer in %s","创建新客户的订单于%s"

"Create Shipment","创建配送记录"
"Create new invoice for order","创建订单发票"
"Create new shipment for order","创建订单配送记录""
"Created At","创建于"
"Credit Memo","退款"
"Credit Memo #","退款记录 #"
"Credit Memo # ","退款记录 #"
"Credit Memo Comment Email Sender","退款记录备注邮件发件人"
"Credit Memo Comment Email Template","退款记录备注邮件模板"
"Credit Memo Comment Email Template for Guest","访客退款记录备注邮件模板"
"Credit Memo Comments","退款记录备注"
"Credit Memo Email Sender","退款记录邮件发件人"
"Credit Memo Email Template","退款记录邮件模板"
"Credit Memo Email Template for Guest","访客退款邮件模板"
"Credit Memo Update","退款记录更新"
"Credit Memo Update for Guest","访客退款记录更新"
"Credit Memo email not sent","未发送退款记录邮件"
"Credit Memo email sent","已发送退款记录邮件"
"Credit Memos","退款记录"
"Creditmemo","退款记录"
"Custom Options","自定义选项"
"Custom Price","自定义价格"
"Custom Value","自定义值"
"Customer","客户"
"Customer Group","客户分组"
"Customer Name","客户姓名"
"Customer\'s Current Activities","客户当前活动"
"Date","日期"
"Date Shipped","发货日期"
"Date of Birth","出生日期"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","缺省 logo, 将用于 PDF 和 HTML 文档。<br />(jpeg, tiff, png)"
"Delete","删除"
"Description message","说明信息"
"Discount","优惠"
"Discount ","优惠 "
"Discount (%s)","优惠 (%s)"
"Discount :","优惠："
"Discount Amount","优惠金额"
"Discount%s","优惠%s"
"Display Order ID in Header","在头部显示订单ID"
"Document","文档"
"Edit","修改"
"Edit Gift Messsage","修改礼物留言"
"Edit Order #%s","修改订单 %s"
"Email","电子邮件"
"Email Copy of Credit Memo","发送退款记录副本邮件"
"Email Copy of Invoice","发送发票副本电子邮件"
"Email Copy of Shipment","发送配送记录副本邮件"
"Email Order Confirmation","发送订单确认邮件"
"Enable","启用"
"Enabled","已启用"
"Error to show in shopping cart","购物车错误提示"
"Excl. Tax","不含税"
"From","来自"
"From Name","姓名"
"From:","来自："
"G.T. (Base)","G.T. (基准)"
"G.T. (Purchased)","G.T. (已购买)"
"Get shipping methods and rates","查询配送方式和价格"
"Gift","礼物"
"Gift Certificate","礼物收据"
"Gift Message","礼物留言"
"Gift Message for Entire Order","整个订单的礼物留言"
"Gift Message for this Order","该订单的礼物留言"
"Grand Total","总额"
"Grand Total to be charged","应付款总额"
"Grand Total:","总额："
"Guest","访客"
"Hold","等待"
"Hold action is not available","等待操作不可用"
"Hold order","挂起订单"
"ID","编号"
"If empty, the default description above will be used","放空则使用缺省说明信息"
"If empty, the default error above will be used","放空则使用缺省提示。"
"Incl. Tax","含税"
"Information","信息"
"Invalid block: %s","无效块: %s"
"Invalid carrier specified.","指定承运人无效."
"Invalid draw line data. Please define ""lines"" array","画线数据无效. 请定义 ""lines"" array"
"Invalid item option format","商品选项格式不正确"
"Invalid qty to invoice item ""%s""","发票商品""%s""的数量不正确"
"Invalid qty to refund item ""%s""","退款商品""%s""的数量不正确"
"Invalid qty to ship for item ""%s""","发货商品""%s""的数量不正确"
"Invalid renderer model","错误的 renderer model"
"Invalid request for adding product to quote","添加商品到报价单的请求不正确"
"Invoice","发票"
"Invoice #","发票号"
"Invoice # ","发票号"
"Invoice #%s","发票号%s"
"Invoice Comment Email Sender","发票备注邮件的发件人"
"Invoice Comment Email Template","发票备注邮件的模板"
"Invoice Comment Email Template for Guest","访客的发票备注邮件的模版"
"Invoice Comments","发票备注"
"Invoice Date","发票日期"
"Invoice Email Sender","发票邮件的发件人"
"Invoice Email Template","发票邮件的模板"
"Invoice Email Template for Guest","访客的发票邮件的模板"
"Invoice Update","发票更新"
"Invoice Update for Guest","访客的发票更新"
"Invoice and Packing Slip Design","发票和发货单设计"
"Invoice can not be canceled","无法取消发票"
"Invoice can not be captured","无法接收发票"
"Invoice can not be void","无法将发票作废"
"Invoice cancel problem","取消发票出现问题"
"Invoice capture problem","接收发票出现问题"
"Invoice email not sent","发票邮件未发送"
"Invoice email sent","发票邮件已发送"
"Invoice void problem","发票作废出现问题"
"Invoiced","已出发票"
"Invoices","发票"
"Item","商品"
"Item Status","商品状态"
"Item object is not specified.","未指定商品。"
"Item option with code %s already exist","代码为 %s 的商品选项已存在"
"Item options declare error","声明商品选项出现错误"
"Item ordered qty","订购商品数量"
"Item qty declare error","公布商品数量出现错误"
"Items Invoiced","发票商品"
"Items Ordered","订购商品"
"Items Refunded","退款商品"
"Items Shipped","发货商品"
"Items options declare error.","声明商品选项出现错误。"

"Items to Refund","退款商品"
"Items to Ship","配送商品"
"Last ordered items","最后订购商品"
"Link to the new order","新订单的链接"
"Link to the previous order","历史订单的链接"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo 仅用于 HTML 文档。放空则使用缺省 logo。<br />(jpeg, gif, png)"
"Logo for HTML print view","HTML 打印视图 Logo "
"Logo for PDF print-outs (200x50)","PDF 输出 Logo (200x50)"
"Message","内容"
"Message:","内容："
"Minimum amount","最小金额"
"Minimum order amount","最小订单金额"
"Mixed","混合"
"Move to Shopping Cart","移至购物车"
"Move to Wishlist","移至收藏"
"Multi-address description message","多地址结帐说明信息"
"Multi-address error to show in shopping cart","多地址结帐购物车错误提示"
"My Orders","我的订单"
"My Orders - Details","我的订单 - 详细"
"Name","名字"
"New","新增"
"New Credit Memo","新增退款记录"
"New Credit Memo for Guest","新增访客退款记录"
"New Invoice","新建发票"
"New Invoice for Guest","新建访客发票"
"New Order","新订单"
"New Order Confirmation Email Sender","新订单确认邮件的发件人"
"New Order Confirmation Template","新订单确认邮件的模板"
"New Order Confirmation Template for Guest","访客的新订单确认邮件的模版"
"New Order RSS","新订单的RSS"
"New Order for Guest","访客的新订单"
"New Shipment","新配送"
"New Shipment for Guest","访客的新配送"
"New Shipment for Order #%s","订单 #%s产生的新的发货单"
"New Status","新状态"
"Newsletter Subscription","邮件列表订阅"
"No Items","无商品"
"No Items To Refund","无退款商品"
"No Payment Methods","没有支付方式"
"No detail for number ""%s""","没有编号""%s""的详情"
"No items","无商品"
"No ordered items","无订购商品"
"No shipping information available","没有有用的配送信息"
"Not Capture","不接收"
"Not Notified","未通知"
"Notified","已通知"
"Notify Customer","通知客户"
"Number","编号"
"On Hold","挂起"
"Order","订单"
"Order #","订单号"
"Order # ","订单号 "
"Order # %s","订单号 %s"
"Order #%s","订单号%s"
"Order #%s - %s","订单号%s - %s"
"Order API","订单 API"
"Order Comment","订单备注"
"Order Comment Email Sender","订单备注邮件的发件人"
"Order Comment Email Template","订单备注邮件的模板"
"Order Comment Email Template for Guest","访客订单备注邮件的模板"
"Order Comments","订单备注"
"Order Credit Memos","订单退款记录"
"Order Currency:","订单货币："
"Order Date","订单日期"
"Order Date (%s)","订单日期 (%s)"
"Order Date: ","订单日期："
"Order Date: %s","订单日期：%s"
"Order Details","订单详情"
"Order Grand Total","订单总价"
"Order History","订单记录"
"Order Information","订单信息"
"Order Invoices","订单发票"
"Order Shipments","订单配送记录"
"Order Status","订单状态"
"Order Subtotal","订单小计"

"Order Total","订单总额"
"Order Totals","订单总额"
"Order Update","订单更新"
"Order Update for Guest","访客的订单更新"
"Order View","订单查看"
"Order invoice","订单发票"
"Order object is not specified.","未指定订单对象。"
"Order saving error: %s","保存订单出错：%s"
"Order shipments","订单配送记录"
"Order was not cancelled.","订单未取消。"
"Order was not put on hold.","订单未挂起。"
"Order was not unholded.","订单未释放。"
"Order was placed using %s","订单使用%s"
"Order was successfully cancelled.","成功取消订单。"
"Order was successfully put on hold.","成功挂起订单。"
"Order was successfully released from holding status.","成功解除订单锁定状态。"
"Ordered","已订购"
"Orders","订单"
"Original Price","原价"
"PDF Credit Memos","PDF 退款记录"
"PDF Invoices","PDF 发票"
"PDF Packingslips","PDF 装箱单"
"PDF Print-outs","PDF 打印输出"
"PDF object is not specified.","未指定 PDF 对象。"
"PDF page object is not specified.","未指定 PDF 页对象。"
"Packingslip # ","装箱单号"
"Paid","已付款"
"Paid Amount","已付金额"
"Partial","部分"
"Payment Failed","支付失败"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment Method:","支付方式："
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","等待"
"Pending PayPal","等待 PayPal 支付"
"Pending Payment","等待支付"
"Placed from IP","订购来自此 IP"
"Please define PDF object before using","请在使用前定制PDF实体"
"Please enter positive number in this field.","请在该栏中填入正数。"
"Please select a customer","请选择客户"
"Please select a store","请选择商店"
"Please select products to add","请选择要增加的产品"
"Price","价格"
"Print","打印"
"Print All","打印全部"
"Print All Invoices","打印全部发票"
"Print All Refunds","打印全部退款"
"Print All Shipments","打印全部配送"
"Print Credit Memos","打印退款记录"
"Print Invoice","打印发票"
"Print Invoices","打印发票"
"Print Order","打印订单"
"Print Order # %s","打印打印订单 # %s"
"Print Packingslips","打印装箱单"
"Print Refund","打印退款"
"Print Shipment","打印配送"
"Processing","受理"
"Processing data problem","处理数据错误"
"Product","商品"
"Product Name","商品名称"
"Products","商品"
"Products in Compare List","比较商品"
"Purchased From","购自"
"Purchased On","购买日期"
"Purchased from (store)","购自 (商店)"
"QTY","数量"
"Qty","数量"
"Qty Invoiced","发票数量"
"Qty Ordered","订购数量"
"Qty Shipped","发货数量"
"Qty To Add","增加数量"
"Qty to Invoice","发票数量"
"Qty to Refund","退款数量"
"Qty to Ship","发货数量"
"Recent Orders","最近订单"
"Recently Compared Products","最近比较商品"
"Recently Viewed","最近查看"
"Recently Viewed Products","最近查看的商品"
"Refresh","更新"
"Refund","退款"
"Refund #","退款号"
"Refund #%s","退款号 %s"
"Refund Amount","退款金额"
"Refund Offline","离线退款"
"Refund Shipping","退运费"
"Refund Totals","退款总额"
"Refunded","已退款"
"Refunds","退款"
"Remove","删除"
"Remove Coupon Code","删除优惠券代码"
"Remove tracking number","删除运单号码"
"Reorder","重下订单"
"Retrieve invoice info","获取发票信息"
"Retrieve invoice information","获取发票信息"
"Retrieve list of invoices by filters","按过滤器条件获取发票列表"
"Retrieve list of orders by filters","按过滤器条件获取订单列表"
"Retrieve list of shipments by filters","按过滤器条件获取配送记录列表"
"Retrieve order information","获取订单信息"
"Retrieve orders info","获取订单信息"
"Retrieve shipment info","获取配送信息"
"Retrieve shipment information","获取配送信息"
"Return to Stock","返回库存"
"Returned","退货"
"Row Subtotal","小计行"
"Row Total","总额行"
"SHIP TO:","收货地址:"
"SKU","SKU"
"SOLD TO:","购货人:"
"Sales","销售"
"Sales Emails","销售邮件"
"Sales Emails Section","销售邮件单元"
"Sales Section","销售单元"
"Same As Billing Address","与账单地址一致"
"Save and Close Message","保存并关闭信息"
"Save in address book","保存在地址簿"
"Select from existing customer addresses:","从已有客户地址中选择："
"Send Credit Memo Comment Email Copy To","发送退款记录备注副本邮件到"
"Send Credit Memo Email Copy To","发送退款记录副本邮件到"
"Send Invoice Comment Email Copy To","发送发票备注邮件的复件到"
"Send Invoice Email Copy To","发送发票邮件的复件到"
"Send Order Comment Email Copy To","发送订单备注邮件的复件到"
"Send Order Email Copy Method","订购邮件副本发送方式"
"Send Order Email Copy To","发送订单邮件的复件到"
"Send Shipment Comment Email Copy To","发送配送备注邮件的复件到"
"Send Shipment Email Copy To","发送配送邮件的复件到"
"Send Tracking Information","发送查询信息"
"Ship","配送"
"Ship to","收货人"
"Ship to First name","收货人名字"
"Ship to Last name","收货人姓氏"
"Ship to Name","收货人"
"Shipment","配送"
"Shipment #","运单号"
"Shipment #%s","运单号%s"
"Shipment Comment Email Sender","配送备注邮件发件人"
"Shipment Comment Email Template","配送备注邮件模板"
"Shipment Comment Email Template for Guest","访客配送备注邮件模板"
"Shipment Comment Email Template for Guest","客户使用的发货评论电子邮件模板"
"Shipment Comments","配送备注"
"Shipment Email Sender","配送邮件发件人"
"Shipment Email Template","配送邮件模板"
"Shipment Email Template for Guest","访客配送邮件模板"
"Shipment Update","配送更新"
"Shipment Update for Guest","访客的配送更新"
"Shipment email not sent","配送邮件未发出"
"Shipment email sent","配送邮件已发出"
"Shipments","配送"
"Shipped","发货"
"Shipped By","发货"
"Shipping","运费"
"Shipping & Handling","运费"
"Shipping &amp; Handling","配送及搬运"
"Shipping &amp; Handling Information","配送及搬运说明"

"Shipping Address","配送地址"
"Shipping Amount","配送金额"
"Shipping Information","配送信息"
"Shipping Method","配送方式"
"Shipping Method:","配送方式："
"Shipping Refund","运费退款"
"Shipping and Tracking Information","配送及查询信息"
"Shopping Cart","购物车"
"Signed Up From","注册于"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","某些商品的数量超过限制，，请减少数量后结帐。"
"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","以下部分产品选项不完整。请将其删除、补充所有必选项再重新添加。"
"Sorry, no quotes are available for this order at this time.","对不起，目前没有该订单的报价。"
"Source object is not specified.","未指定源对象。"
"State/Province","省份"
"Status","状态"
"Store Credit","商店退款"
"Submit Comment","提交备注"
"Submit Credit Memo","提交退款记录"
"Submit Invoice","提交发票"
"Submit Order","提交订单"
"Submit Shipment","提交发货"
"Subscribe to Newsletter","订阅邮件列表"
"Subscribe to Order Status","订阅订单状态"
"Subtotal","小计"
"Subtotal after discount","折扣后总额"
"Subtotal:","小计："
"TAX/VAT Number","税/增值税号码"
"Tax","税"

"Tax Amount","税额"
"Tax Percent","税率百分比"
"Telephone","电话"
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","商品%s (SKU %s)已不在目录中"
"There are no printable documents related to selected orders","没有已选订单的相关可打印文档"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","当折扣后总额低于最小金额什，此信息将在购物车显示。"
"This order no longer exists.","该订单已不存在。"
"Tier Pricing","分层定价"
"Title","标题"
"To","收货人"
"To Name","收货人"
"To:","收货人："
"Total %d product(s)","共%d件商品"
"Total Due","总欠额"
"Total Paid","总付款"
"Total Qty","总数量"
"Total Refund","退款总额"
"Total Refunded","已退款总额"
"Total Shipping Charges","总运费"
"Total Tax","总税额"
"Total(ex)","总额(不含)"
"Total(inc)","总额(包含)"
"Track Order","查询订单"
"Track all shipment(s)","查询所有发货"
"Track all shipments","查询所有发货"
"Track this shipment","查询该发货"
"Track your order","查询订单"
"Tracking","查询"
"Tracking Number","查询号/运单号"
"Tracking Number(s)","查询号/运单号"
"Unhold","释放"
"Unhold order","释放订单"
"Unknown State","未知省份"
"Unknown Status","未知状态"
"Update Changes","更新修改"
"Update Items and Qty\'s","更新商品及数量"
"Update Qty\'s","更新数量"
"Validate each address separately in multi-address checkout","使用多地址结帐时对每个地址分别进行验证"
"View","查看"
"View All","查看全部"
"View Order","查看订单"
"Void","作废"
"Void invoice","将发票作废"
"Website","网站"
"Wishlist","收藏"
"You have placed no orders.","您还没有订单。"
"ZIP/Post Code","邮编"
"separate by "",""","用"",""号分开"